active,reassignment_count,reopen_count,sys_mod_count,made_sla,priority,knowledge,u_priority_confirmation,open_hour,open_day_of_week,open_month,open_quarter,is_business_hours,is_weekend,incident_state_Active,incident_state_Awaiting Evidence,incident_state_Awaiting Problem,incident_state_Awaiting User Info,incident_state_Awaiting Vendor,incident_state_Closed,incident_state_New,incident_state_Resolved,contact_type_Email,contact_type_IVR,contact_type_Phone,contact_type_Self service,impact_2 - Medium,impact_3 - Low,urgency_2 - Medium,urgency_3 - Low,notify_Send Email,vendor_Vendor 2,vendor_Vendor 3,vendor_code 8s,caused_by_CHG0000132,caused_by_CHG0001327,number_encoded,caller_id_encoded,location_encoded,category_encoded,subcategory_encoded,u_symptom_encoded,cmdb_ci_encoded,assignment_group_encoded,assigned_to_encoded,problem_id_encoded,rfc_encoded
True,-0.6365469845584077,-0.10572853483016008,-0.6615276528149163,True,3 - Moderate,False,False,-0.22154525260105204,1.3120400742564011,-0.8848421806922447,-1.1302940683721476,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-1.0863097679720515,0.5924277206212236,1.2332262140935097,0.41281711110227054,-0.5384499574933741,1.1216720073401398,0.04777662251818304,-0.6495889951297168,1.2992234521517239,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.1407367050045725,True,1 - Critical,True,True,-0.22154525260105204,-0.6015671939735128,-0.8848421806922447,-1.1302940683721476,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-1.5467670066056014,1.3728078062292126,0.07724335255983124,0.3424781337888246,0.2996586177320517,-1.9147263564683072,0.04777662251818304,-1.7541935312115635,0.8597778709364352,-2.3000499136759864,0.0706892535409918
False,-0.060067567159533264,-0.10572853483016008,-0.010538968051986546,False,3 - Moderate,True,False,-0.22154525260105204,-1.239436283383484,-0.8848421806922447,-1.1302940683721476,1,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-1.301724385219447,0.07372402116604104,0.07724335255983124,0.9755289296098385,0.9005666527993381,1.1216720073401398,0.04777662251818304,1.3471961277874676,-0.8314217901042212,0.1116214406863944,0.0706892535409918
False,1.6693706850370902,-0.10572853483016008,1.291438401473873,False,3 - Moderate,False,True,-0.22154525260105204,-1.239436283383484,0.13985958534730247,0.8046455073415282,1,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.23239807070682322,1.574710398590769,0.07724335255983124,0.41281711110227054,-0.5384499574933741,-0.005529241405455466,0.04777662251818304,1.3471961277874676,-0.8314217901042212,0.1116214406863944,0.0706892535409918
True,2.822329519834839,-0.10572853483016008,0.9008451906161151,True,3 - Moderate,False,False,0.2773007403696454,0.03630189543645852,1.1645613513868496,0.8046455073415282,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.8884374803589634,0.9284892723809193,0.07724335255983124,0.9755289296098385,-1.4714387487820557,-0.005529241405455466,0.04777662251818304,-1.4992847921157526,-0.5784076675863278,0.1116214406863944,0.0706892535409918
True,0.5164118502393412,-0.10572853483016008,-0.27093444195715843,True,3 - Moderate,False,False,0.7761467333403429,0.6741709848464298,-0.8848421806922447,-1.1302940683721476,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.35294871139984524,0.5791446553342791,1.8189241972705734,0.41281711110227054,0.20477840166879596,0.7341965780838414,0.04777662251818304,-0.2247410966366988,0.0741024378545554,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.4011321789097444,True,3 - Moderate,False,False,-0.7203912455717495,-1.239436283383484,0.13985958534730247,0.8046455073415282,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.02188631343820974,-1.4969984490151456,-1.4178278150237262,-0.5719285712859734,-0.5384499574933741,-0.005529241405455466,0.04777662251818304,0.7099242800479407,-0.8314217901042212,0.1116214406863944,0.0706892535409918
True,-0.060067567159533264,-0.10572853483016008,1.9424270862368027,True,3 - Moderate,False,False,-0.22154525260105204,-0.6015671939735128,1.1645613513868496,0.8046455073415282,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1.0943385182957486,-1.548802403634229,-0.6163463643603758,-0.9236234578532033,-0.5384499574933741,1.1216720073401398,0.04777662251818304,0.7099242800479407,0.060785905090455755,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.4011321789097444,True,3 - Moderate,False,False,1.0255697298256916,0.6741709848464298,-0.8848421806922447,-1.1302940683721476,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.8524116252068983,-0.3925115704057107,-0.6163463643603758,-0.22023368471874338,-0.5384499574933741,-0.005529241405455466,0.04777662251818304,0.7099242800479407,0.7665621415877376,0.1116214406863944,0.0706892535409918
False,-0.060067567159533264,-0.10572853483016008,1.161240664521287,False,3 - Moderate,False,True,-0.4709682490864008,0.6741709848464298,-0.8848421806922447,-1.1302940683721476,1,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.618513482441745,0.7046696222959046,1.8189241972705734,0.1314612018484866,0.20477840166879596,1.1216720073401398,0.04777662251818304,-1.8391631109101672,1.0462093296338304,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.5313299158623304,True,3 - Moderate,False,True,0.5267237368549942,-0.6015671939735128,1.1645613513868496,0.8046455073415282,1,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1.3537874169236843,-1.3754584016396034,-0.6163463643603758,-0.22023368471874338,-1.1235446232167845,1.03713191368422,0.04777662251818304,0.7099242800479407,-0.8314217901042212,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.6615276528149163,True,3 - Moderate,False,False,-0.9698142420570982,-1.239436283383484,-0.8848421806922447,-1.1302940683721476,0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-1.0523326990055852,0.8906325363131274,-0.6163463643603758,-0.009216752778405413,1.5963549039298803,1.1216720073401398,0.04777662251818304,0.7099242800479407,1.3125399849158235,0.1116214406863944,0.0706892535409918
True,0.5164118502393412,-0.10572853483016008,-0.010538968051986546,True,3 - Moderate,True,False,-0.9698142420570982,-0.6015671939735128,-0.8848421806922447,-1.1302940683721476,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-1.2489919741834916,-1.5089532077733956,0.07724335255983124,-0.009216752778405413,1.5805415345860043,1.1216720073401398,0.04777662251818304,-1.2868608428692436,1.3125399849158235,0.1116214406863944,0.0706892535409918
True,-0.060067567159533264,-0.10572853483016008,0.5102519797583572,True,3 - Moderate,False,False,-1.219237238542447,0.6741709848464298,1.1645613513868496,0.8046455073415282,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1.1680008038150473,1.483057248110852,-1.4178278150237262,0.9755289296098385,-1.4556253794381797,-2.5769570901063443,0.04777662251818304,-1.4992847921157526,1.3125399849158235,0.1116214406863944,0.0706892535409918
True,0.5164118502393412,9.542051328564332,0.5102519797583572,True,3 - Moderate,False,False,-0.7203912455717495,-0.6015671939735128,-0.8848421806922447,-1.1302940683721476,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.9834272031415919,-1.365496102674395,-0.6163463643603758,0.1314612018484866,-0.5384499574933741,-0.005529241405455466,0.04777662251818304,0.7099242800479407,1.3125399849158235,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.4011321789097444,True,3 - Moderate,False,True,-2.965198213939888,-0.6015671939735128,1.1645613513868496,0.8046455073415282,0,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1.0754472679503932,1.3847625649874626,-0.6163463643603758,-1.0643014124800954,-0.5384499574933741,-0.005529241405455466,0.04777662251818304,0.7099242800479407,-0.15227861913513877,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.27093444195715843,True,3 - Moderate,False,True,0.7761467333403429,0.03630189543645852,0.13985958534730247,0.8046455073415282,1,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.6124077720753921,-0.33871515599358554,0.07724335255983124,0.9755289296098385,-0.5384499574933741,-0.005529241405455466,0.04777662251818304,-0.05480193723949163,0.67334641223904,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.5313299158623304,True,3 - Moderate,False,False,2.522107708737784,-0.6015671939735128,1.1645613513868496,0.8046455073415282,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.8605762838064611,0.5220274746004178,-1.4178278150237262,0.41281711110227054,0.20477840166879596,-0.005529241405455466,0.04777662251818304,-1.2018912631706402,-1.6304137559502008,0.1116214406863944,0.0706892535409918
False,-0.6365469845584077,-0.10572853483016008,-0.5313299158623304,True,3 - Moderate,False,False,0.7761467333403429,-1.239436283383484,0.13985958534730247,0.8046455073415282,1,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.048252518956187505,1.5554499539246995,-0.6163463643603758,-0.9236234578532033,-0.5384499574933741,-0.005529241405455466,0.04777662251818304,0.7099242800479407,0.44696535524934583,0.1116214406863944,0.0706892535409918
True,3.975288354632588,-0.10572853483016008,1.291438401473873,True,3 - Moderate,False,False,-0.4709682490864008,-0.6015671939735128,0.13985958534730247,0.8046455073415282,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.17586022794662348,-0.25038277183540464,1.8189241972705734,-0.5719285712859734,-0.5384499574933741,1.1216720073401398,0.04777662251818304,0.7099242800479407,-0.6050407331145271,0.1116214406863944,0.0706892535409918
False,0.5164118502393412,-0.10572853483016008,0.24985650585318536,True,3 - Moderate,False,True,-0.9698142420570982,0.6741709848464298,0.13985958534730247,0.8046455073415282,0,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.632658105179406,0.8614097926818496,-0.6163463643603758,-1.2753183444204332,-0.5384499574933741,-0.005529241405455466,0.04777662251818304,0.3275611714042245,-0.5517746020581284,0.1116214406863944,0.0706892535409918
True,2.822329519834839,-0.10572853483016008,0.7706474536635292,True,3 - Moderate,True,False,-0.22154525260105204,-1.239436283383484,-0.8848421806922447,-1.1302940683721476,1,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-1.299821669357325,-1.3203336806987838,1.1099213755299173,-0.22023368471874338,-1.1235446232167845,-1.541340942821329,0.04777662251818304,1.3471961277874676,1.3125399849158235,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.6615276528149163,True,3 - Moderate,False,False,-0.4709682490864008,-0.6015671939735128,-0.8848421806922447,-1.1302940683721476,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.7155519914099724,-0.8222187324383651,0.07724335255983124,-1.2753183444204332,-0.5384499574933741,1.1216720073401398,0.04777662251818304,-1.4992847921157526,0.7798786743518372,0.1116214406863944,0.0706892535409918
False,-0.6365469845584077,-0.10572853483016008,-0.4011321789097444,True,3 - Moderate,False,True,0.5267237368549942,1.3120400742564011,0.13985958534730247,0.8046455073415282,1,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.7137953458713272,0.9450931039895999,-1.4178278150237262,0.9755289296098385,-0.5384499574933741,-0.005529241405455466,0.04777662251818304,0.7099242800479407,-1.3773996334323073,0.1116214406863944,0.0706892535409918
True,2.822329519834839,4.718161396867086,1.8122293492842168,True,3 - Moderate,False,True,0.2773007403696454,1.3120400742564011,-0.8848421806922447,-1.1302940683721476,1,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.8222399879646762,1.575374551855116,-1.4178278150237262,-1.0643014124800954,-0.5226365881494982,-2.429011926208485,0.04777662251818304,1.3471961277874676,1.3125399849158235,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.6615276528149163,True,3 - Moderate,True,False,-0.7203912455717495,-0.6015671939735128,-0.8848421806922447,-1.1302940683721476,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-1.556144677640346,-0.3945040301987524,1.8189241972705734,-1.2049793671069873,-0.7123970202760097,0.579206406381322,0.04777662251818304,0.7099242800479407,-0.19222821742743773,0.1116214406863944,0.0706892535409918
True,0.5164118502393412,-0.10572853483016008,0.6404497167109432,True,3 - Moderate,False,False,-0.22154525260105204,-0.6015671939735128,1.1645613513868496,0.8046455073415282,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1.7324278734859835,1.687616453529797,0.07724335255983124,-1.2753183444204332,1.9916891375267793,-0.7241200374807724,0.04777662251818304,-1.4992847921157526,1.3125399849158235,0.1116214406863944,0.0706892535409918
True,-0.060067567159533264,-0.10572853483016008,-0.1407367050045725,True,3 - Moderate,False,False,-1.219237238542447,0.6741709848464298,0.13985958534730247,0.8046455073415282,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.16812361826988023,-1.0865517316485607,0.10806956220072933,0.9755289296098385,2.0707559842461594,-1.2454506150256102,0.04777662251818304,-1.2868608428692436,0.7798786743518372,0.1116214406863944,0.0706892535409918
True,-0.060067567159533264,-0.10572853483016008,-0.4011321789097444,True,3 - Moderate,False,False,-1.219237238542447,0.6741709848464298,-0.8848421806922447,-1.1302940683721476,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.8895145845182794,0.6900582504802656,-0.8629560414875606,-1.0643014124800954,-0.5226365881494982,-2.429011926208485,0.04777662251818304,-1.1594064733213383,1.0328927968697308,0.1116214406863944,0.0706892535409918
True,-0.060067567159533264,-0.10572853483016008,-0.5313299158623304,True,3 - Moderate,False,False,-2.965198213939888,0.03630189543645852,1.1645613513868496,0.8046455073415282,0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1.368193694165466,0.33938532690493095,-0.6163463643603758,1.2568848388636225,-0.6017034348688779,-0.005529241405455466,0.04777662251818304,0.7099242800479407,1.3125399849158235,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.6615276528149163,True,3 - Moderate,False,False,0.7761467333403429,-0.6015671939735128,0.13985958534730247,0.8046455073415282,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.5628012513843514,1.3728078062292126,0.07724335255983124,-1.2049793671069873,-0.09567561586484727,-0.005529241405455466,0.04777662251818304,-1.2868608428692436,-1.4439822972528056,0.1116214406863944,0.0706892535409918
True,-0.060067567159533264,-0.10572853483016008,-0.5313299158623304,True,3 - Moderate,False,False,-0.4709682490864008,1.3120400742564011,1.1645613513868496,0.8046455073415282,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1.2249463714028446,-1.377450861432645,1.2332262140935097,-1.2753183444204332,-0.5384499574933741,-0.005529241405455466,-18.119989201175365,0.7948938597465443,-0.3919762088889326,0.1116214406863944,0.0706892535409918
True,-0.060067567159533264,-0.10572853483016008,-0.27093444195715843,True,3 - Moderate,False,False,-0.7203912455717495,1.3120400742564011,0.13985958534730247,0.8046455073415282,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.690962755525862,-0.5499158940560029,0.07724335255983124,0.1314612018484866,0.20477840166879596,-0.005529241405455466,0.04777662251818304,-0.6495889951297168,-0.49850847100172985,0.1116214406863944,0.0706892535409918
True,-0.060067567159533264,-0.10572853483016008,-0.5313299158623304,True,3 - Moderate,False,False,1.524415722796389,0.03630189543645852,-0.8848421806922447,-1.1302940683721476,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.6387638155457589,0.11622983008426344,-0.6163463643603758,0.1314612018484866,0.20477840166879596,-0.005529241405455466,0.04777662251818304,-0.01231714739018983,1.3125399849158235,0.1116214406863944,0.0706892535409918
True,-0.060067567159533264,-0.10572853483016008,-0.1407367050045725,True,1 - Critical,False,True,-0.22154525260105204,2.587778253076344,1.1645613513868496,0.8046455073415282,1,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7430156251824881,1.1855165856832952,-1.325349186101032,1.2568848388636225,-0.6017034348688779,1.1216720073401398,0.04777662251818304,0.030167642459111965,-0.8713713883965203,-9.315821126366549,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,0.7706474536635292,True,3 - Moderate,False,False,-2.965198213939888,1.3120400742564011,0.13985958534730247,0.8046455073415282,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.6794105520772634,-0.378564351854419,-0.6163463643603758,1.8899356346846365,-0.5384499574933741,-0.005529241405455466,0.04777662251818304,-1.3293456327185456,0.15400163443915335,0.1116214406863944,0.0706892535409918
True,1.6693706850370902,-0.10572853483016008,0.11965876890059941,True,3 - Moderate,False,True,0.027877743884296684,1.3120400742564011,0.13985958534730247,0.8046455073415282,1,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.3091862465710368,1.687616453529797,0.07724335255983124,0.20180017916193257,-0.5384499574933741,1.1216720073401398,0.04777662251818304,-0.13977151693809522,0.2871669620801499,0.1116214406863944,0.0706892535409918
True,-0.060067567159533264,-0.10572853483016008,-0.010538968051986546,True,3 - Moderate,False,False,-0.7203912455717495,1.3120400742564011,0.13985958534730247,0.8046455073415282,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.32440797346801364,0.5871144945064458,1.294878633375306,0.41281711110227054,0.7740596980483304,-1.3793057633141497,0.04777662251818304,0.20010680185631916,-0.7515225935196234,0.1116214406863944,0.0706892535409918
True,3.3988089372337136,-0.10572853483016008,2.3330202970945604,True,3 - Moderate,False,False,0.027877743884296684,-0.6015671939735128,-0.8848421806922447,-1.1302940683721476,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.7060384120993619,1.391404097630935,-0.6163463643603758,1.8899356346846365,-0.7123970202760097,-0.16756442091263477,0.04777662251818304,-1.4992847921157526,0.24721736378785095,0.1116214406863944,0.0706892535409918
True,1.0928912676382156,-0.10572853483016008,0.3800542428057713,True,3 - Moderate,False,False,1.0255697298256916,-0.6015671939735128,-0.8848421806922447,-1.1302940683721476,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.6913603183058485,0.7790547879027937,-0.8629560414875606,-0.22023368471874338,-0.5384499574933741,1.1216720073401398,0.04777662251818304,0.28507638155492276,-0.045746357022341505,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.6615276528149163,True,3 - Moderate,False,False,-0.4709682490864008,-1.239436283383484,1.1645613513868496,0.8046455073415282,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.7704690969073928,-1.0865517316485607,0.10806956220072933,-1.2049793671069873,-0.5384499574933741,-0.005529241405455466,0.04777662251818304,-1.2868608428692436,0.7798786743518372,0.1116214406863944,0.0706892535409918
True,0.5164118502393412,-0.10572853483016008,1.291438401473873,True,3 - Moderate,False,True,-0.22154525260105204,1.9499091636663723,0.13985958534730247,0.8046455073415282,1,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.0001308272520603518,1.1297277114781283,-1.4178278150237262,-1.2753183444204332,1.9916891375267793,-0.7241200374807724,0.04777662251818304,1.3471961277874676,-0.8314217901042212,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.4011321789097444,True,3 - Moderate,False,True,1.2749927263110403,-1.239436283383484,1.1645613513868496,0.8046455073415282,1,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1.3153253748536446,-1.108468789372019,-0.6163463643603758,1.8899356346846365,-0.7123970202760097,-0.005529241405455466,0.04777662251818304,-1.3293456327185456,0.15400163443915335,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.27093444195715843,True,3 - Moderate,False,False,1.2749927263110403,-0.6015671939735128,0.13985958534730247,0.8046455073415282,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.14976583898037746,1.0599916187216698,1.8189241972705734,1.8899356346846365,-0.7123970202760097,-0.005529241405455466,0.04777662251818304,-1.3718304225678473,-0.19222821742743773,0.1116214406863944,0.0706892535409918
True,-0.6365469845584077,-0.10572853483016008,-0.27093444195715843,True,3 - Moderate,False,False,-2.965198213939888,0.03630189543645852,0.13985958534730247,0.8046455073415282,0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.3823150610344831,0.5180425550143344,1.8189241972705734,0.41281711110227054,0.20477840166879596,-0.005529241405455466,0.04777662251818304,0.7099242800479407,-0.8314217901042212,0.1116214406863944,0.0706892535409918
True,2.2458501024359645,-0.10572853483016008,0.6404497167109432,True,3 - Moderate,False,False,1.2749927263110403,0.03630189543645852,0.13985958534730247,0.8046455073415282,1,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.15996912171792832,-0.11290304611552911,-1.1095657186147454,0.41281711110227054,-0.949597560434149,-0.005529241405455466,0.04777662251818304,-1.9666174804580725,-0.40529274165303225,0.1116214406863944,0.0706892535409918
